st_abbrev,district,state_dist,party,total_receipt,total_disbursement,cash_on_hand_cop,debt_owed_by_committee,total_contribution,total_loan,offsets_to_operating_expenditure,other_receipts,operating_expenditure,total_loan_Repayment,total_contribution_refund,other_disbursements,net_contribution,net_operating_expenditure,cash_on_hand_bop,debt_owe_to_committee,Total_population,Male,Under_5_years,5_to_9_years,10_to_14_years,15_to_19_years,20_to_24_years,25_to_34_years,35_to_44_years,45_to_54_years,55_to_59_years,60_to_64_years,65_to_74_years,75_to_84_years,85_years_and_over,One_race,White,Black_or_African_American,American_Indian_and_Alaska_Native,Asian,Native_Hawaiian_and_Other_Pacific_Islander,Some_other_race,Hispanic_or_Latino_of_any_race,State_of_residence,Different_state1,Born_in_PR__US_Is_areas_or_abroad_to_US_parents,American,Arab,Czech,Danish,Dutch,English,French_except_Basque,French_Canadian,German,Greek,Hungarian,Irish,Italian,Lithuanian,Norwegian,Polish,Portuguese,Russian,ScotchIrish,Scottish,Slovak,Subsaharan_African,Swedish,Swiss,Ukrainian,Welsh,West_Indian_excluding_Hispanic_origin_groups,Civilian_veterans,Total_civilian_noninstitutionalized_population,With_a_disability1,Same_house,Same_county,Same_state,Abroad,Unemployed,Armed_Forces,Not_in_labor_force,Car__truck__or_van__drove_alone,Public_transportation_excluding_taxicab,Walked,Other_means,Worked_at_home,Mean_travel_time_to_work_minutes,Management__business__science__and_arts_occupations,Service_occupations,Sales_and_office_occupations,Natural_resources__construction__and_maintenance_occupations,Production__transportation__and_material_moving_occupations,Agriculture__forestry__fishing_and_hunting__and_mining,Construction1,Manufacturing1,Wholesale_trade1,Retail_trade1,Transportation_and_warehousing__and_utilities1,Information1,Finance_and_insurance__and_real_estate_and_rental_and_leasing,Prof__scientific__and_mngmnt__and_admin_and_waste_mngmnt_ser,Educational_services__and_health_care_and_social_assistance,Arts_Entmt_and_recreation_and_accommodation_and_food_services,Other_services__except_public_administration,Public_administration,Private_wage_and_salary_workers,Government_workers,Selfemployed_in_own_not_incorporated_business_workers,Unpaid_family_workers,Total_housing_units,Rental_vacancy_rate,Owneroccupied,Average_household_size_of_owneroccupied_unit,Average_household_size_of_renteroccupied_unit,Moved_in_2015_or_later,Moved_in_2010_to_2014,Moved_in_2000_to_2009,Moved_in_1990_to_1999,Moved_in_1980_to_1989,Moved_in_1979_and_earlier,Less_than_50_000,50_000_to_99_999,100_000_to_149_999a,150_000_to_199_999,200_000_to_299_999,300_000_to_499_999,500_000_to_999_999,1_000_000_or_more,Median_dollars1,Housing_units_with_a_mortgage,Median_dollars2,Median_dollars3,Occupied_units_paying_rent,Median_dollars4,No_rent_paid,Less_than_10_000,10_000_to_14_999,15_000_to_24_999,25_000_to_34_999,35_000_to_49_999,50_000_to_74_999,75_000_to_99_999,100_000_to_149_999b,150_000_to_199_000,200_000_or_more,With_private_health_insurance,With_public_coverage,No_health_insurance_coverage1,All_families,Less_than_9th_grade,9th_to_12th_grade__no_diploma,High_school_graduate_includes_equivalency,Some_college__no_degree,Associate_s_degree,Bachelor_s_degree,Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Percent_bachelor_s_degree_or_higher,Total_for_all_sectors2,Agriculture__forestry__fishing_and_hunting2,Mining__quarrying__and_oil_and_gas_extraction2,Utilities2,Construction3,Manufacturing3,Wholesale_trade3,Retail_trade3,Transportation_and_warehousing2,Information3,Finance_and_insurance2,Real_estate_and_rental_and_leasing2,Professional__scientific__and_technical_services2,Management_of_companies_and_enterprises2,Admin_and_support_and_waste_mngmt_and_remediation_services2,Educational_services2,Health_care_and_social_assistance2,Arts__entertainment__and_recreation2,Accommodation_and_food_services2,Other_services_except_public_administration2,Industries_not_classified2
TX,6,TX_06,REP,574638,511262,63376.2,77535,574638,0,0,0,511262,0,0,0,574638,511262,0,0,792043,385727,54016,55336,61045,60088,54154,108029,108065,106504,49628,41480,59456,25108,9134,761888,515052,171623,2775,35232,1218,35988,186520,468556,199385,7590,43378,11404,6845,1925,5896,46291,11381,1819,73354,1895,788,54303,13689,316,4295,6312,1865,1922,8337,12714,228,31409,5237,534,914,4584,1737,44339,787316,80958,681761,58849,27110,3746,16014,536,199157,318292,1560,5212,2981,17198,28.9,145582,63184,103063,32552,51186,4713,26267,42879,13281,43055,32302,6532,28205,38212,91763,33783,20613,13962,318479,53080,23337,671,291545,9.9,176281,3.11,2.66,77132,61983,70859,29422,14857,10404,8868,15696,36375,42653,41436,26663,4093,497,177900,115932,1526,564,84525,1047,3851,11090,7688,19012,23439,30728,55618,40350,42800,19492,14440,534416,202753,119938,7.7,26155,35963,123329,130457,43869,97093,50538,87.8,29.1,9182701,3472,19576,65800,689717,1463714,779662,928789,388695,150963,636907,178944,425090,632447,551499,83736,1354607,68298,480748,278978,1059
TX,7,TX_07,DEM,5343500,4610300,733217,0,4920890,0,5356.33,0,4593240,0,13056.1,4000,4907840,4587890,0,0,800081,400627,58078,58380,66523,47327,46138,130068,126341,98018,42804,40673,52270,22190,11271,779139,518089,115864,5289,88746,0,51151,243189,362526,184848,13437,32890,15782,4661,1219,5319,49034,20108,2175,63072,2041,1352,42538,21861,1688,4847,9443,1330,7503,6286,14379,498,28969,6093,887,1714,2827,5377,24521,798449,59291,652156,94654,13043,16386,21899,593,189108,315740,8684,6268,3855,18866,28.5,191761,58122,84529,25184,35827,16880,24257,35455,14321,37671,18852,6143,34851,61794,83216,31699,22352,7932,326853,39013,28677,880,333055,11.9,147540,3.03,2.42,116385,73636,63032,22736,11097,6029,2352,5636,18724,22533,30557,26778,22518,18442,274100,91580,1915,861,142519,1212,2856,16069,9602,22072,23279,33638,45378,36959,42241,19061,44616,548862,185591,121216,9.7,32643,28042,80753,95025,31258,150044,105870,88.4,48.9,33498204,1654,2685339,541615,2666680,655417,1711682,1517919,879550,1292897,3392402,859309,5187867,6046111,1728661,325567,2187721,146538,1021074,647854,2347
TX,8,TX_08,REP,5092880,5265130,1296110,0,4381610,0,6596.45,372.01,3113990,0,47137.5,2042350,4334470,3107390,1468360,0,863498,438842,55305,65557,59494,61956,56638,105558,123381,116937,55522,50120,70166,31025,11839,846243,713846,78845,2907,27183,296,23166,196724,507280,231513,15293,56129,2819,6641,1152,9525,97444,31401,4763,127763,1904,1125,91770,20103,533,5058,19363,1355,1873,14980,19580,414,5897,5509,1880,1246,4793,2934,48673,835454,87857,714717,69533,49251,4891,20917,317,263275,312815,2957,3942,4747,23856,31.8,151589,63721,88278,41042,42815,19574,34443,35629,10239,43662,25502,5065,22189,41622,75955,34867,19682,19016,310286,48060,28770,329,331308,5.8,204071,2.99,2.66,94595,70879,74861,31003,9596,6489,17069,22574,23021,31765,48150,40398,17446,3648,214000,122617,1698,487,79012,1082,4340,15456,9936,22471,23177,32533,47961,38178,45308,22897,29506,570782,221553,121716,7.5,26657,41837,153905,129345,40034,117313,55457,87.9,30.6,10166381,10784,617744,146594,700981,659138,539213,838931,271869,142272,540815,177100,1084889,1904964,452755,68915,1189247,95658,445681,278079,752
TX,9,TX_09,DEM,560845,504821,290149,50000,548944,0,11901.8,0,374505,0,3516.81,126799,545427,362604,234125,0,789535,381472,60401,57795,56247,50591,54883,142485,107606,93014,46843,37538,52159,21493,8480,772275,307132,290104,1473,91492,498,81576,322225,389090,116241,9445,15020,5094,2355,767,1118,8890,5466,1164,16317,1032,421,8223,5712,128,1555,3794,116,1015,1509,2071,156,35619,1890,413,262,1089,8033,24565,787900,71913,640742,93887,21437,10259,27174,130,201024,284586,16593,4678,7753,15851,30.8,110441,85018,84819,46385,49612,5293,38525,25268,7650,46743,23207,5282,19541,46362,83523,38500,24959,11422,309006,41001,25555,713,294936,10.4,125864,3.14,2.79,97992,62243,55182,25030,13201,12600,5484,29143,37788,28313,18994,3394,2177,571,137400,74219,1322,470,132804,955,7580,22680,12887,27912,29124,43891,53752,27710,32354,7947,7991,383316,264731,186331,15.1,65379,43923,131068,105460,33777,83395,46616,78.6,25.5,18124607,NULL,245826,66286,902543,803476,1165395,828076,194320,263430,441047,234991,2223577,1333543,916166,1368122,6125322,307402,438556,265561,733
UT,1,UT_01,REP,1132140,902654,413984,2859.2,1129560,0,526.7,50.66,673904,0,5750,0,1123810,673378,184499,0,763612,385471,61590,63762,70096,62228,62650,103309,104594,77178,39639,38137,49419,23745,7265,738253,685906,7936,7680,11547,2012,23172,96119,494225,217944,7309,42972,1113,1309,34661,20331,170962,15504,1847,79816,1867,711,49437,22708,179,16876,7320,1090,2093,4978,37550,543,1546,22350,9726,967,14017,661,36818,757043,78200,628950,64614,31337,5716,12029,1959,176805,284817,5949,7048,6379,21485,21.8,134867,52752,83777,36368,58105,9483,24668,50162,7962,38008,18235,6116,20527,36269,82056,30251,16487,25645,287649,64061,13635,524,279567,7.3,177697,3.24,2.83,74396,55858,54226,29520,12884,13952,6968,5250,16270,35945,54294,42683,12430,3857,238700,124367,1369,387,60645,876,2494,9007,6632,16105,21664,29804,50427,40648,40165,14756,11628,609900,155689,61930,6.4,11829,22268,111799,116904,40965,93359,46162,92.3,31.5,8838902,15310,213238,48046,723850,2156706,407613,887294,419333,136650,532317,164170,704519,162737,313364,80797,1102325,135008,443746,191511,368
UT,2,UT_02,REP,913910,813666,193696,0,893000,0,583.94,6306.74,762404,0,12805,38326.1,880195,761820,93451.8,0,765809,386339,58679,62262,57026,57144,55634,118800,102165,79664,39318,35687,59229,28585,11616,742633,630455,9511,7340,20192,8922,66213,120573,454320,229966,8709,36074,1439,1272,33323,12609,166631,13071,2287,84765,3050,1863,47798,20444,1226,15834,6519,1210,3106,5402,34690,163,4566,26148,8849,412,15996,461,36842,757322,79414,625789,65588,32171,4763,15283,717,193444,268923,9647,10830,8824,24425,21,142292,57883,84058,36194,48456,6398,26793,35668,9753,42876,22444,6035,23577,41269,84043,36367,16364,17296,292016,57328,18841,698,294071,4.4,169959,3.06,2.64,86039,65314,55953,25362,12286,12159,4730,5289,15093,24735,56659,44359,16329,2765,257600,118065,1400,397,82738,928,4416,14762,9912,20223,19979,35807,54486,34726,40300,13568,13350,558806,193534,85552,8,18917,27393,111194,117068,43432,98790,58270,90.3,33.1,17898045,9711,122132,266814,1022455,2381076,1259552,1119279,1374984,790738,1650737,270748,1732266,1042029,723053,164128,1989884,126099,659843,1191928,589
UT,3,UT_03,REP,1596310,1416500,179809,25000,1448680,100000,1031.17,0,1333600,75000,7900,0,1440780,1332560,0,0,767012,384357,59435,64352,65535,68376,86225,102319,93303,77234,36394,34939,47183,22867,8850,750543,698546,3805,10279,15684,5009,17220,82658,467221,235879,6213,33745,1444,1481,40648,15977,192046,15572,2581,84068,3928,753,45631,24521,407,19281,6422,1682,3896,5497,34728,433,1284,32226,9826,1044,19705,485,24124,763497,67311,612956,82243,23637,7712,13630,742,178754,273348,8179,12102,6184,28129,21.1,155205,59398,95539,28118,31286,3617,25199,27784,10792,43022,13629,11373,24644,57235,87611,37352,16273,11015,306402,44396,18081,667,251297,7.3,157900,3.41,2.98,78533,47678,50754,24948,12332,15031,6419,3823,5797,12439,41938,54882,28063,4539,323400,108276,1606,438,68352,1050,3024,8701,6862,15715,17169,26917,44509,30401,43726,17930,17346,620549,148082,58618,6.7,7852,15059,70331,109928,41179,116292,62448,94.6,42.2,10462679,1076,69172,70308,731302,659776,562924,922997,162155,1002450,807648,212708,1099901,408408,844526,902411,1307593,90633,447375,157021,2295
UT,4,UT_04,DEM,2855780,2617820,237961,0,2855780,0,0,0,2612520,0,5300,0,2850480,2612520,0,0,805400,407266,73385,68403,69375,56609,52032,129010,124117,82921,35251,37861,46036,21003,9397,778128,642106,16417,7395,28268,10604,73338,134940,503802,196798,10208,28970,3151,2113,30329,13767,169051,15099,2136,78983,3461,1178,39903,22508,92,16321,6621,1823,1802,5158,31891,263,6721,26036,6662,256,15688,1622,27001,798456,71639,665163,80408,18608,6954,14753,520,165056,304159,10690,5036,3706,27230,24,155820,59633,101176,36353,47723,4629,30774,41600,9894,43011,21272,10351,35740,57581,82470,29034,19632,14717,333361,48303,18573,468,259750,6.1,176007,3.37,2.84,80522,58772,57259,25488,10318,15864,4499,2480,7330,20620,59240,66945,13735,1158,289500,133622,1524,415,70208,1088,2008,8346,6456,14878,19570,28540,50521,39535,50027,17022,13328,623594,160170,75653,5.8,11524,28693,114754,126081,47423,108363,48758,91.7,32.4,14262622,1567,139988,NULL,1391139,1624285,1127168,1426573,320084,1296567,1217107,213099,1337857,590805,994405,235053,1625169,77125,354798,271267,89
VA,1,VA_01,REP,1426150,1618700,699943,0,1413890,0,10849.2,1405.22,1550810,0,3740,64150,1410150,1539960,892495,0,805159,399368,47770,50764,59218,54554,52014,93778,105698,115666,56957,47591,75950,31986,13213,771304,581323,132436,2864,26807,572,27302,81957,392530,323985,15853,54885,3308,3230,2439,8822,94708,17231,4628,94666,2781,5745,79767,40680,1043,5493,17528,2148,3184,12339,20494,1856,14199,5362,2024,1747,6089,4160,84728,789294,83888,695065,37321,34041,4067,18621,8915,209105,325764,8126,7001,4447,22910,35.3,176210,66806,87488,37529,32270,3233,33961,23122,8763,41411,17014,5636,26277,59714,85447,31055,17691,46979,287188,93758,18931,426,315069,6.6,215452,2.89,2.69,70475,59751,77880,34834,18751,15648,6899,4459,11186,19935,57264,82713,31118,1878,315100,158346,1869,453,57697,1287,4190,8906,6144,15433,16378,23806,44412,42385,55321,33288,31266,638395,201023,65580,4.5,18714,30968,134568,112571,44374,123179,76465,90.8,36.9,8918525,65425,23998,62774,1123901,505209,623627,1008958,259740,146650,470028,135920,1498260,327641,463515,96397,1269808,102677,413318,319751,928
VA,10,VA_10,DEM,5415460,4284970,1130490,38193.4,5410070,0,4.23,0,4248840,0,28091.3,8040,5381980,4248830,0,0,850118,424323,54800,62690,67390,62301,43596,96906,125172,133196,59330,45978,61317,26803,10639,811453,581866,64415,2216,134717,515,27724,121809,308855,328014,21116,57790,12322,2345,2702,7069,74589,14569,5011,102217,3516,4740,86915,46277,1933,6482,21063,1905,7030,10921,18188,1531,15208,7709,2594,2515,5935,4531,56464,841739,57238,740968,38358,36898,7178,16776,3171,185332,342811,15849,8968,4332,32374,34.4,244203,62155,88026,27315,25588,2811,29740,19429,4519,40483,16761,13321,31288,107548,83479,34697,23736,39475,342342,80108,24051,786,289283,3.2,219141,3.08,2.85,69555,70571,80069,35827,13789,8120,3450,1696,4861,10646,24400,66874,89646,17568,493100,175606,2553,739,56142,1645,2648,5659,4776,8548,9825,19436,33817,29681,55659,42452,68078,716444,147994,58192,2.5,21188,21273,89018,77926,36056,169183,144697,92.4,56.1,19822956,5913,26567,30085,1574654,1363969,718754,1180375,729928,1413915,682658,252049,6640765,512355,1148826,237678,1751745,319385,652284,579329,1722
VA,11,VA_11,DEM,1937930,1014960,3222620,0,1919170,0,4239.38,14521,900616,0,10341.2,104000,1908830,896376,2299650,0,778215,382819,48494,51290,51850,50356,52516,107073,113930,111602,50346,45454,59260,25414,10630,741869,449294,102810,2986,144074,173,42532,135582,226248,281740,21940,29406,18673,1804,2883,7847,53007,12729,3281,74139,2400,2540,70296,32827,1694,5821,16732,1920,7399,9406,11841,2162,25259,5783,2291,2861,4217,6955,54409,770620,54732,646752,58513,26488,12465,17410,5157,172891,304115,34353,7588,8532,25403,34.4,230927,62434,81324,22769,24490,348,22937,9537,4636,35919,18834,9340,29829,101927,80843,36589,25327,45878,311751,88768,20741,684,282576,7.3,179214,2.93,2.76,81120,57402,64743,34461,17654,12589,2100,1006,1976,3334,26503,63012,75253,6030,474300,138509,2321,755,86445,1795,2310,8103,3483,8269,12535,18954,36066,37685,57109,36199,49566,631350,150183,71838,4.4,23022,18721,80515,71127,32690,151977,145657,92,56.8,33961153,NULL,9799,47153,917162,230424,1253024,1368600,150417,3519349,3664782,558454,13686214,2139308,1727705,371733,2512887,254046,754869,781032,1441
VA,2,VA_02,DEM,3611760,2697450,914308,0,2829240,0,0,0,2670440,0,26135.6,870,2803110,2670440,0,0,741514,373551,45581,44852,42831,43449,66397,117711,89429,90384,46883,47130,62284,32686,11897,703023,496237,145143,1986,41770,976,16911,61356,317450,341533,19348,73792,3114,3284,2057,6108,72727,18607,4627,82553,3134,2868,72889,40276,1670,5629,15179,2374,5003,9128,17836,1139,9999,7511,1048,2256,5279,8915,93641,691438,85993,593085,57076,36084,10210,15988,45788,188955,313418,3685,18465,7995,14956,22.4,143965,59119,84691,30818,30126,1134,21804,20218,7570,39586,14172,5902,26893,45180,79200,37290,14569,35201,257840,76469,13818,592,312546,7.8,174553,2.58,2.5,89997,53831,60450,35349,21479,15456,5991,4380,12808,25481,54065,50485,18182,3161,270000,126005,1712,537,97881,1227,4128,11986,7759,18918,21349,32799,55196,41400,47360,21292,18503,549331,185489,56339,5.8,10831,25587,112738,122615,52160,106167,68306,92.7,35,8726499,9944,NULL,47623,598873,494258,308426,850858,275155,207575,861778,302538,1442104,214718,436936,194958,1277042,184839,728931,289386,428
VA,3,VA_03,DEM,575264,544557,141632,3191.43,571434,0,3830.5,0,290747,0,5060,248750,566374,286917,110925,0,739840,354990,47938,45435,49495,47974,60739,118419,90632,87748,47964,43915,58337,28388,12856,707971,331787,342735,2827,17126,267,13229,48449,415857,265682,18534,52429,3230,1264,813,4061,45072,10867,1788,53656,984,1443,47228,22662,353,1873,8850,1402,2279,5441,9612,598,28186,2747,1065,389,2436,7534,84270,707012,115432,595090,57354,45054,4516,25436,25564,200013,284282,9487,12047,8622,10330,24.1,112847,70066,80300,33151,39835,1314,20486,35999,4717,37981,16927,4595,16310,37680,80618,32327,15881,31364,249375,73489,12934,401,314074,9.3,152545,2.63,2.42,98058,59844,56789,32145,15386,19007,6224,9723,22115,37239,49765,21617,5316,546,201600,108258,1490,503,125430,1023,3254,22509,15998,29816,25538,38895,53522,36184,40199,9891,8677,472803,249217,75280,13.2,16000,35243,136462,125579,44871,81599,48505,89.5,26.6,15124637,2665,2900,72075,782705,2807634,610813,1142248,534993,397935,714048,280135,1804637,759518,901379,226947,3086131,70874,532334,393899,767
VA,4,VA_04,DEM,819756,827290,271476,0,812316,0,2999.1,0,549223,0,1432.49,276635,810884,546224,279010,0,771899,372466,45280,43723,47594,49818,54939,118971,96259,101491,53667,48524,69401,31340,10892,744146,400954,316574,1432,14854,196,10136,44260,479299,240460,13564,53367,3472,1778,1212,4458,54947,10507,2953,53891,2475,1850,46647,22132,694,2606,9048,1099,2958,8903,11610,778,28409,3183,1086,800,2480,4186,62477,744083,108204,628089,55589,51263,3370,25156,8949,230687,287260,7501,9744,9774,15609,25.2,133271,69340,86917,29223,42627,1751,20072,28235,6031,42547,20553,7073,23106,46827,85018,33278,16854,30033,274131,71834,15145,268,315213,6,170979,2.64,2.63,85273,58431,63679,35250,16941,21758,6621,13150,26751,35152,40588,36654,10015,2048,209400,122905,1475,450,106069,976,4284,20182,15090,26427,24333,36416,51019,36936,42331,15102,13496,520002,246653,70819,10.5,20562,45722,149448,117229,39707,94284,63593,87.5,29.8,13088105,10849,19660,424268,986894,1486437,716294,768389,952706,182339,1501607,180711,1374824,546935,425052,221632,2209019,85709,488177,505649,954
VA,5,VA_05,REP,1415900,986554,429347,0,1415140,0,729.47,33.1,967234,0,9320,10000,1405820,966505,0,0,727064,354059,35660,40276,41139,48173,49263,84533,80903,95515,52051,54644,85213,42040,17654,704885,553164,133689,2540,11728,245,3519,26335,461378,223249,7386,85320,3087,725,1404,5267,78518,10783,2672,71729,1301,2038,60571,21569,1019,3368,9023,1166,3110,14159,18083,938,24376,3335,1604,1007,4942,1109,52695,710609,107997,630767,40012,31830,3329,15145,1503,256964,253989,4521,8635,7560,20147,27.5,127108,60909,63676,33415,42726,6602,24937,31953,6154,35871,14279,4167,15282,35985,91285,25907,18527,16885,245272,59912,22031,619,352356,4.6,202758,2.49,2.32,63919,55186,75025,39719,22187,29522,16320,30894,30197,31097,39107,34370,17964,2809,187000,116699,1242,350,73078,837,9722,19549,14707,29204,30321,37654,52410,35510,35456,14559,16188,511163,240188,63798,8.8,23520,41447,151881,105700,40624,89616,59765,87.3,29.1,8496127,59712,18021,80429,609787,1263873,299239,821097,194872,260656,488830,106616,804419,126506,334136,204768,1949125,112163,417148,343320,1410
VA,6,VA_06,REP,833545,642312,191233,20750,832902,0,642.8,0,614510,0,550,27251.8,832352,613868,0,0,752763,364834,42817,43877,38856,54729,64327,91501,87524,92433,49837,50462,77277,40918,18205,730368,619380,86003,2981,15754,327,5923,41220,474575,228104,7791,73910,5481,1435,1381,8580,73958,13396,2610,104509,1631,2253,70408,22812,1286,5241,9280,1455,2325,19098,18952,391,8079,2695,5685,2141,4605,2829,51318,741991,93921,615894,56586,50165,3991,15762,877,239997,283406,3154,11989,6030,17849,23.7,126088,67917,83092,32655,51767,6030,24030,39946,8273,43196,17326,7697,22062,29230,95922,33047,19724,15036,289179,51907,19975,458,331817,6.9,192792,2.51,2.36,83948,61014,67791,34436,20444,24293,9523,15119,32575,43990,47607,31829,10077,2072,194400,117052,1234,377,93812,837,5322,19573,16189,28411,26188,43710,57632,41664,34561,12624,11374,537778,239309,68840,7.6,24935,38417,164627,95398,46256,85241,53283,87.5,27.3,11921848,6386,24716,88346,730904,2107931,495007,1046915,666815,277689,715284,143938,780864,590081,374321,559964,2328109,61360,577406,345026,786
VA,7,VA_07,DEM,5943110,5352580,590537,0,5407020,0,202.86,2185.97,5303900,0,48678.4,0,5358340,5303700,0,0,790084,385915,44452,49742,54500,54689,43832,100669,102608,110656,57904,47902,75090,33119,14921,760554,551853,146430,2661,41103,332,18175,57885,440194,266502,11143,52510,4923,1807,1332,7768,82801,15818,2872,87346,2525,2088,78296,30838,1549,4587,13625,704,5227,15479,17112,855,6226,4263,1790,2546,4647,5921,55033,778669,88690,663678,56676,40142,5657,18124,1431,212362,320364,2457,2830,2878,25518,29.3,175010,59682,91829,36425,33823,2774,31194,24220,7908,44059,21373,8304,38851,47956,89764,34565,19998,25803,309157,66723,20219,670,312724,4.7,208056,2.76,2.61,76018,61784,79465,36879,16939,15147,3551,4654,17827,32794,64959,60510,21581,2180,266500,151859,1589,457,74662,1144,3514,9529,6945,18394,20266,31773,50793,41555,56582,25522,24873,609435,210755,60279,4.8,16213,29154,133743,103519,41214,134603,84423,91.6,40.3,14274675,7770,16904,302184,852091,633956,837745,1172090,220007,551405,2641750,264036,1703097,1021809,892676,130059,1992276,116967,478236,438130,1487
VA,8,VA_08,DEM,1918270,1663990,982103,0,1910460,0,5355.41,2460.57,890555,0,2019.5,771416,1908440,885199,727818,0,801609,398392,56186,44631,43861,36588,45780,156781,134221,106135,45527,40162,55754,25974,10009,763262,502739,119677,2158,87791,520,50377,155376,193003,345243,22474,31128,19058,3746,2317,6583,62793,14654,3690,83821,6120,3793,76364,38159,2816,6191,20398,2039,10477,9700,18471,1850,46875,7794,3360,3182,5640,3542,51612,787108,55228,659915,49114,29001,16512,16933,11140,156245,285702,83852,16274,12504,29045,30.7,267938,73224,71887,28203,22915,333,26301,10737,3828,30610,16881,11490,27608,116456,73924,43909,34203,67887,336059,105420,22334,354,339854,4,160924,2.61,2.41,119016,71117,67856,30254,14527,13625,1438,1194,1516,4438,12553,45814,75454,18517,572200,123810,2665,857,151653,1764,3818,12353,4773,12424,14085,23784,41694,38530,65834,41951,60967,634011,154381,73923,6.2,31742,18778,74778,63650,28234,176220,181161,91.2,62.2,24207230,NULL,NULL,279974,974862,177551,447901,1167995,669525,1048776,1055286,573496,10559636,451133,1675233,418956,1599868,146927,940745,2013978,1916
VA,9,VA_09,REP,1060150,806724,343853,0,1055560,0,404.45,0,698444,0,0,108280,1055560,698040,90429,0,711755,353037,32994,36196,38218,48285,56080,78824,81354,96507,48505,52655,82396,44310,15431,699799,646102,37729,2141,10052,102,3673,16433,457124,233242,4234,195439,904,415,758,6896,58240,8556,827,70372,945,2209,67520,10017,291,3090,6303,203,1265,15302,15177,556,2268,2349,1337,629,4055,840,40624,694247,127716,620479,43416,27286,2688,15403,764,281850,245083,2272,5048,3443,11935,23.3,97448,58668,67214,29318,46163,7252,18163,40202,6651,37938,12810,2909,9050,24323,77212,30747,15081,16473,221808,62256,14187,560,347405,9.3,201003,2.44,2.42,56969,53110,70499,40069,22722,35038,29987,49577,36861,30176,32698,15220,5451,1033,126500,92364,1028,318,67320,651,10084,26617,19277,35645,30340,42635,51908,31078,27695,7107,6105,472506,270045,64291,12.1,33533,47807,168709,100617,50024,58121,41171,83.7,19.9,7613800,15974,327992,77010,314363,1999699,440171,809808,248135,142089,268851,72458,394460,86594,210367,100355,1541649,33922,320263,208808,832
VT,0,VT_00,DEM,806626,630216,2105910,0,790336,0,51,16238.7,351816,0,2400,7500,787936,351764,1929500,0,623657,307810,30096,31828,34982,40017,47467,73864,69237,82775,48173,48068,70961,32894,13295,610708,587265,8260,2355,11270,166,1392,11932,321612,268332,5630,52497,2774,2018,2835,7236,101194,77753,46981,58967,2748,2586,98349,44734,2310,6502,22606,3085,6883,8242,27716,994,3182,9641,2159,2168,6891,647,37545,617556,89157,536390,43147,14441,3243,12759,665,180000,238797,4782,18272,5248,22653,23.2,133904,56650,67222,34182,34197,8692,23349,31041,6182,40121,10449,5649,13706,31230,90804,33524,14976,16432,252648,44947,27891,669,335248,3.85,178405,2.45,2.06,61845,50535,64105,37826,21724,20594,8205,12217,21754,32075,49523,40337,12259,2035,226300,110296,1527,645,73452,950,4772,13260,13032,26442,25842,32046,49812,34502,37162,11231,13300,410684,272853,28111,7,9646,22774,127426,73895,37360,98774,69392,92.6,38.3,10828353,18272,33585,158824,734428,1665111,686560,1105294,234303,422323,647764,154324,857738,154552,277215,480133,2131214,151757,621503,292123,1330
WA,1,WA_01,DEM,2007790,1359180,1149550,495000,2005220,0,1067.13,0,846848,0,4987.68,507342,2000230,845781,500942,0,744868,371830,49814,47955,48987,43881,31108,110975,109972,100199,50300,47268,66248,27902,10259,705005,575417,10416,9329,86942,1589,21312,65473,356385,245600,12574,24824,3812,2220,9369,23685,82110,24038,6062,114919,4734,3175,75362,26471,2053,38765,13794,1132,9800,12870,24367,237,5833,19278,4696,5493,8309,1031,40407,739602,78730,617861,72159,19992,10336,14192,323,193468,273974,18293,7546,5325,27974,30.9,190239,49787,74167,33164,33463,5899,28675,45449,9886,41810,14277,12990,20011,70037,77661,25634,16030,12461,314445,44381,21666,328,298206,2.2,195971,2.76,2.41,85530,65171,67548,32537,15869,10248,5489,2609,4015,6235,23987,62216,75448,15972,478900,143194,2207,669,77113,1576,3819,9812,6364,14140,14451,24708,39355,35840,56342,33973,41918,587886,198912,32249,4.1,11238,17579,99582,114145,54448,142619,83512,94.5,43.2,23558027,33471,10008,76117,1685543,1908789,1189119,785919,235590,11250714,488829,258508,2225321,390181,721979,150148,1206232,128159,505960,306389,1051
